badge_id,name,issuer,description,criteria,alignment,employmentOutcome,skillsValidated,competency,learningOpportunity,related_badges
B00112,Deep Learning Master,Udacity,Deep Learning Master badge issued by Udacity,Passing all module assessments,Academic Alignment,Eligible for Cloud Architect positions,"['Cybersecurity', 'Deep Learning', 'Data Analysis']","['Python', 'Leadership', 'Problem Solving']",Cloud Computing Course,['B04615']
B00113,Data Science Expert,Google,Data Science Expert badge issued by Google,Completion of hands-on project and final evaluation,Academic Alignment,Eligible for Machine Learning Engineer positions,"['UI/UX', 'Python', 'Cloud Computing']","['UI/UX', 'Teamwork']",Intro to Machine Learning,['B02258']
B00114,AI Specialist,Coursera,AI Specialist badge issued by Coursera,Completion of hands-on project and final evaluation,Industry Standard Alignment,Eligible for Machine Learning Engineer positions,"['UI/UX', 'Machine Learning', 'Cybersecurity']","['Python', 'Machine Learning', 'Leadership']",Big Data Analysis Program,"['B01116', 'B05153']"
B00115,Deep Learning Master,Google,Deep Learning Master badge issued by Google,Completion of hands-on project and final evaluation,Professional Alignment,Eligible for Machine Learning Engineer positions,['UI/UX'],['Machine Learning'],Intro to Machine Learning,['B00206']
B00116,Machine Learning Pro,Coursera,Machine Learning Pro badge issued by Coursera,Completion of 40 hours of lectures and project submission,Industry Standard Alignment,Eligible for Data Analyst roles,"['Machine Learning', 'Deep Learning', 'DevOps']","['Teamwork', 'DevOps', 'Python']",Intro to Machine Learning,[]
B00117,Big Data Analyst,Coursera,Big Data Analyst badge issued by Coursera,Passing all module assessments,Professional Alignment,Eligible for Cloud Architect positions,"['DevOps', 'Data Analysis', 'Deep Learning']","['Machine Learning', 'Cloud Computing', 'UI/UX']",Intro to Machine Learning,['B07049']
B00118,Python Certification,edX,Python Certification badge issued by edX,Passing all module assessments,Academic Alignment,Eligible for Data Analyst roles,"['Cybersecurity', 'UI/UX', 'Cloud Computing']","['Data Analysis', 'Creativity']",Data Science Bootcamp,"['B09436', 'B04379']"
B00119,AI Specialist,IBM,AI Specialist badge issued by IBM,Completion of hands-on project and final evaluation,Professional Alignment,Eligible for Data Analyst roles,['Cybersecurity'],['Creativity'],Data Science Bootcamp,[]
B00120,Cybersecurity Professional,IBM,Cybersecurity Professional badge issued by IBM,Completion of 40 hours of lectures and project submission,Professional Alignment,Eligible for Cloud Architect positions,"['SQL', 'Machine Learning']","['Data Analysis', 'Machine Learning', 'Teamwork']",Data Science Bootcamp,"['B02535', 'B07844']"
B00121,Big Data Analyst,IBM,Big Data Analyst badge issued by IBM,Passing all module assessments,Industry Standard Alignment,Eligible for Data Analyst roles,['Machine Learning'],"['Cloud Computing', 'SQL']",Intro to Machine Learning,"['B05241', 'B09896']"
B00122,AI Specialist,IBM,AI Specialist badge issued by IBM,Completion of 40 hours of lectures and project submission,Professional Alignment,Eligible for Machine Learning Engineer positions,"['DevOps', 'SQL', 'Machine Learning']","['SQL', 'Machine Learning', 'Leadership']",Cloud Computing Course,[]
B00123,UI/UX Designer,Udacity,UI/UX Designer badge issued by Udacity,Completion of hands-on project and final evaluation,Academic Alignment,Eligible for Machine Learning Engineer positions,"['Cybersecurity', 'Cloud Computing']","['DevOps', 'Problem Solving', 'Leadership']",Data Science Bootcamp,"['B05775', 'B01064']"
B00124,AI Specialist,Udacity,AI Specialist badge issued by Udacity,Passing all module assessments,Academic Alignment,Eligible for Software Engineer roles,"['Data Analysis', 'UI/UX']","['UI/UX', 'Data Analysis']",Intro to Machine Learning,"['B04646', 'B05238']"
B00125,Deep Learning Master,IBM,Deep Learning Master badge issued by IBM,Completion of 40 hours of lectures and project submission,Industry Standard Alignment,Eligible for Software Engineer roles,['Python'],"['Deep Learning', 'Python']",Cloud Computing Course,[]
B00126,UI/UX Designer,Udacity,UI/UX Designer badge issued by Udacity,Completion of hands-on project and final evaluation,Academic Alignment,Eligible for Machine Learning Engineer positions,"['Cloud Computing', 'SQL', 'Python']","['SQL', 'Creativity', 'Leadership']",Data Science Bootcamp,[]
B00127,DevOps Engineer,Coursera,DevOps Engineer badge issued by Coursera,Completion of hands-on project and final evaluation,Professional Alignment,Eligible for Data Analyst roles,"['Cloud Computing', 'Data Analysis']","['DevOps', 'Analytical Skills', 'SQL']",Intro to Machine Learning,[]
B00128,Machine Learning Pro,IBM,Machine Learning Pro badge issued by IBM,Completion of 40 hours of lectures and project submission,Industry Standard Alignment,Eligible for Data Analyst roles,"['Machine Learning', 'Cybersecurity', 'SQL']","['DevOps', 'Leadership']",Big Data Analysis Program,['B00487']
B00129,UI/UX Designer,Udacity,UI/UX Designer badge issued by Udacity,Completion of 40 hours of lectures and project submission,Professional Alignment,Eligible for Machine Learning Engineer positions,['Machine Learning'],"['Analytical Skills', 'Creativity']",Big Data Analysis Program,"['B06289', 'B00740']"
B00130,Cybersecurity Professional,Google,Cybersecurity Professional badge issued by Google,Passing all module assessments,Professional Alignment,Eligible for Cloud Architect positions,"['Deep Learning', 'DevOps']","['Machine Learning', 'Cybersecurity', 'Problem Solving']",Data Science Bootcamp,[]
B00131,UI/UX Designer,Coursera,UI/UX Designer badge issued by Coursera,Passing all module assessments,Professional Alignment,Eligible for Machine Learning Engineer positions,"['Cloud Computing', 'Deep Learning']","['Analytical Skills', 'UI/UX', 'SQL']",Intro to Machine Learning,['B03064']
B00132,AI Specialist,Google,AI Specialist badge issued by Google,Passing all module assessments,Professional Alignment,Eligible for Cloud Architect positions,"['Cloud Computing', 'Machine Learning', 'Deep Learning']","['Deep Learning', 'Creativity', 'UI/UX']",AI Professional Course,"['B07784', 'B06954']"
B00133,Cloud Computing Guru,IBM,Cloud Computing Guru badge issued by IBM,Completion of hands-on project and final evaluation,Professional Alignment,Eligible for Cloud Architect positions,"['Cybersecurity', 'UI/UX', 'Cloud Computing']","['Cybersecurity', 'Analytical Skills', 'Problem Solving']",Big Data Analysis Program,[]
B00134,Cybersecurity Professional,Coursera,Cybersecurity Professional badge issued by Coursera,Passing all module assessments,Professional Alignment,Eligible for Cloud Architect positions,"['Cybersecurity', 'Machine Learning', 'DevOps']","['Python', 'Leadership']",Data Science Bootcamp,"['B00276', 'B00052']"
B00135,DevOps Engineer,edX,DevOps Engineer badge issued by edX,Completion of hands-on project and final evaluation,Professional Alignment,Eligible for Cloud Architect positions,['DevOps'],"['SQL', 'Cybersecurity', 'Analytical Skills']",Cloud Computing Course,[]
B00136,Python Certification,edX,Python Certification badge issued by edX,Passing all module assessments,Professional Alignment,Eligible for Data Analyst roles,"['Cloud Computing', 'Deep Learning']",['Cloud Computing'],Cloud Computing Course,[]
B00137,Big Data Analyst,edX,Big Data Analyst badge issued by edX,Passing all module assessments,Industry Standard Alignment,Eligible for Software Engineer roles,"['Machine Learning', 'Cloud Computing']",['Cybersecurity'],Intro to Machine Learning,[]
B00138,AI Specialist,Udacity,AI Specialist badge issued by Udacity,Completion of 40 hours of lectures and project submission,Academic Alignment,Eligible for Cloud Architect positions,"['UI/UX', 'Deep Learning', 'Cloud Computing']","['Cybersecurity', 'Problem Solving']",Intro to Machine Learning,"['B08638', 'B05616']"
B00139,DevOps Engineer,Coursera,DevOps Engineer badge issued by Coursera,Completion of hands-on project and final evaluation,Industry Standard Alignment,Eligible for Software Engineer roles,"['Cloud Computing', 'Data Analysis', 'Cybersecurity']","['Python', 'Creativity', 'Leadership']",AI Professional Course,['B03903']
B00140,Cybersecurity Professional,Coursera,Cybersecurity Professional badge issued by Coursera,Completion of hands-on project and final evaluation,Academic Alignment,Eligible for Software Engineer roles,"['Data Analysis', 'Cloud Computing', 'Python']","['UI/UX', 'Deep Learning', 'Teamwork']",Cloud Computing Course,"['B05022', 'B02655']"
B00141,Deep Learning Master,Coursera,Deep Learning Master badge issued by Coursera,Passing all module assessments,Academic Alignment,Eligible for Data Analyst roles,['UI/UX'],"['Machine Learning', 'Creativity', 'Cybersecurity']",Data Science Bootcamp,[]
B00142,Machine Learning Pro,Google,Machine Learning Pro badge issued by Google,Completion of hands-on project and final evaluation,Academic Alignment,Eligible for Cloud Architect positions,['DevOps'],"['Cloud Computing', 'SQL']",Data Science Bootcamp,['B09065']
B00143,Python Certification,Google,Python Certification badge issued by Google,Completion of hands-on project and final evaluation,Industry Standard Alignment,Eligible for Software Engineer roles,"['Machine Learning', 'Cloud Computing']",['Deep Learning'],Intro to Machine Learning,[]
B00144,UI/UX Designer,Udacity,UI/UX Designer badge issued by Udacity,Passing all module assessments,Industry Standard Alignment,Eligible for Machine Learning Engineer positions,['Cybersecurity'],['Leadership'],Big Data Analysis Program,"['B05972', 'B09437']"
B00145,Deep Learning Master,Google,Deep Learning Master badge issued by Google,Passing all module assessments,Academic Alignment,Eligible for Software Engineer roles,"['Cybersecurity', 'Cloud Computing']","['Deep Learning', 'Cloud Computing', 'Creativity']",Cloud Computing Course,[]
B00146,DevOps Engineer,Coursera,DevOps Engineer badge issued by Coursera,Passing all module assessments,Professional Alignment,Eligible for Machine Learning Engineer positions,['Cybersecurity'],"['Data Analysis', 'Leadership', 'SQL']",Intro to Machine Learning,"['B06224', 'B01836']"
B00147,DevOps Engineer,Google,DevOps Engineer badge issued by Google,Completion of 40 hours of lectures and project submission,Academic Alignment,Eligible for Software Engineer roles,['DevOps'],['Cloud Computing'],Big Data Analysis Program,['B04754']
B00148,AI Specialist,IBM,AI Specialist badge issued by IBM,Completion of hands-on project and final evaluation,Academic Alignment,Eligible for Software Engineer roles,['DevOps'],['Analytical Skills'],Intro to Machine Learning,[]
B00149,Cloud Computing Guru,edX,Cloud Computing Guru badge issued by edX,Passing all module assessments,Professional Alignment,Eligible for Machine Learning Engineer positions,['Machine Learning'],"['Teamwork', 'SQL']",AI Professional Course,"['B05015', 'B07927']"
B00150,UI/UX Designer,Google,UI/UX Designer badge issued by Google,Completion of 40 hours of lectures and project submission,Professional Alignment,Eligible for Software Engineer roles,"['Cloud Computing', 'Data Analysis']","['DevOps', 'Data Analysis']",AI Professional Course,['B01205']
B00151,UI/UX Designer,Google,UI/UX Designer badge issued by Google,Passing all module assessments,Academic Alignment,Eligible for Machine Learning Engineer positions,"['Deep Learning', 'Python', 'Data Analysis']",['Teamwork'],Big Data Analysis Program,"['B02679', 'B00206']"
B00152,UI/UX Designer,Coursera,UI/UX Designer badge issued by Coursera,Passing all module assessments,Academic Alignment,Eligible for Cloud Architect positions,['Machine Learning'],"['Teamwork', 'DevOps', 'Data Analysis']",Cloud Computing Course,"['B02070', 'B06225']"
B00153,Cloud Computing Guru,Google,Cloud Computing Guru badge issued by Google,Passing all module assessments,Industry Standard Alignment,Eligible for Cloud Architect positions,['DevOps'],['DevOps'],Intro to Machine Learning,[]
B00154,Cybersecurity Professional,Coursera,Cybersecurity Professional badge issued by Coursera,Completion of 40 hours of lectures and project submission,Professional Alignment,Eligible for Machine Learning Engineer positions,"['Machine Learning', 'DevOps']",['DevOps'],Data Science Bootcamp,"['B08416', 'B07108']"
B00155,AI Specialist,IBM,AI Specialist badge issued by IBM,Passing all module assessments,Academic Alignment,Eligible for Data Analyst roles,['SQL'],['Deep Learning'],Intro to Machine Learning,[]
B00156,AI Specialist,Coursera,AI Specialist badge issued by Coursera,Passing all module assessments,Industry Standard Alignment,Eligible for Software Engineer roles,"['Deep Learning', 'UI/UX']",['Analytical Skills'],Data Science Bootcamp,[]
B00157,UI/UX Designer,IBM,UI/UX Designer badge issued by IBM,Completion of hands-on project and final evaluation,Industry Standard Alignment,Eligible for Software Engineer roles,"['SQL', 'Machine Learning', 'Deep Learning']","['Creativity', 'DevOps']",AI Professional Course,"['B01684', 'B03797']"
B00158,Cybersecurity Professional,Coursera,Cybersecurity Professional badge issued by Coursera,Completion of 40 hours of lectures and project submission,Industry Standard Alignment,Eligible for Cloud Architect positions,['Machine Learning'],"['Machine Learning', 'DevOps', 'Teamwork']",AI Professional Course,['B05674']
B00159,Machine Learning Pro,Coursera,Machine Learning Pro badge issued by Coursera,Passing all module assessments,Academic Alignment,Eligible for Data Analyst roles,"['DevOps', 'UI/UX']","['UI/UX', 'SQL', 'Python']",Big Data Analysis Program,['B01463']
